,stuck,oob,success,dnf,not_progressing,lap_times,episode,pct_complete,total_time,total_distance,average_speed_kph,average_displacement_error,trajectory_efficiency,trajectory_admissibility,movement_smoothness,timestep/sec
1493,False,True,False,False,False,[],2494,0.3,15.85,37.7,8.56,2.19,0.001,0.622,7.071,8.77
1494,False,True,False,False,False,[],2495,0.3,11.03,30.52,9.96,1.94,0.128,0.697,6.543,8.79
1495,False,True,False,False,False,[],2496,0.7,16.25,84.79,18.79,0.87,0.206,0.78,5.619,8.74
1496,True,False,False,False,False,[],2497,0.2,20.14,29.36,5.25,4.23,0.0,0.237,7.973,8.74
1497,False,True,False,False,False,[],2498,0.2,8.7,23.94,9.9,1.61,0.02,0.695,6.235,8.73
1498,False,True,False,False,False,[],2499,0.2,6.17,23.48,13.7,1.76,0.197,0.638,5.511,8.75
1499,False,True,False,False,False,[],2500,0.4,11.63,56.3,17.43,2.75,0.027,0.719,6.529,8.77
1500,False,True,False,False,False,[],2501,0.3,9.24,33.44,13.03,1.61,0.154,0.809,6.428,8.77
1501,False,True,False,False,False,[],2502,0.5,27.66,53.65,6.98,1.16,0.001,0.809,8.097,8.57
1502,False,True,False,False,False,[],2503,0.4,10.49,52.18,17.9,1.61,0.196,0.819,6.503,8.77
1503,False,True,False,False,False,[],2504,1.1,22.47,122.98,19.7,1.47,0.203,0.81,7.858,8.77
1504,False,True,False,False,False,[],2505,0.6,13.97,68.02,17.53,1.43,0.001,0.845,7.43,8.8
1505,False,True,False,False,False,[],2506,0.4,7.57,50.17,23.85,1.32,0.199,0.754,5.269,8.72
1506,False,True,False,False,False,[],2507,0.4,9.47,57.6,21.88,1.66,0.2,0.81,5.925,8.76
1507,False,True,False,False,False,[],2508,1.5,63.22,174.36,9.93,0.98,0.001,0.916,9.686,8.78
1508,False,True,False,False,False,[],2509,0.3,10.47,38.48,13.23,2.4,0.191,0.654,6.931,8.79
1509,False,True,False,False,False,[],2510,0.3,8.03,30.07,13.48,1.76,0.057,0.704,6.16,8.72
1510,False,True,False,False,False,[],2511,0.5,13.6,60.52,16.02,1.63,0.19,0.815,7.694,8.75
1511,False,True,False,False,False,[],2512,0.6,17.77,67.62,13.7,1.1,0.092,0.842,7.814,8.78
1512,False,True,False,False,False,[],2513,0.2,6.59,25.84,14.11,2.31,0.198,0.709,5.38,8.8
1513,False,True,False,False,False,[],2514,0.2,6.92,27.77,14.45,2.05,0.146,0.739,5.826,8.82
1514,False,True,False,False,False,[],2515,1.6,30.89,181.29,21.13,1.56,0.156,0.895,8.992,8.77
1515,False,True,False,False,False,[],2516,0.5,12.72,65.04,18.41,2.35,0.192,0.838,7.827,8.81
1516,False,True,False,False,False,[],2517,0.4,9.85,41.95,15.33,2.22,0.014,0.732,6.91,8.73
1517,False,True,False,False,False,[],2518,0.2,6.53,28.34,15.62,1.84,0.005,0.738,6.189,8.72
1518,False,True,False,False,False,[],2519,0.2,8.59,28.24,11.83,1.44,0.159,0.718,5.484,8.03
1519,False,True,False,False,False,[],2520,0.2,7.7,22.98,10.75,2.1,0.172,0.635,6.059,8.7
1520,False,True,False,False,False,[],2521,0.8,21.04,86.09,14.73,1.58,0.2,0.793,8.594,8.93
1521,False,True,False,False,False,[],2522,0.5,12.99,58.77,16.28,1.55,0.002,0.837,6.981,8.77
1522,False,True,False,False,False,[],2523,0.2,5.57,29.67,19.19,0.99,0.199,0.794,5.728,8.8
1523,False,True,False,False,False,[],2524,0.3,5.63,35.36,22.62,2.31,0.225,0.714,4.617,7.82
1524,False,True,False,False,False,[],2525,0.2,4.68,20.85,16.02,1.94,0.195,0.733,5.981,8.75
1525,False,True,False,False,False,[],2526,0.3,8.33,35.32,15.27,2.02,0.185,0.733,6.039,8.76
1526,False,True,False,False,False,[],2527,0.2,7.1,23.38,11.85,1.44,0.015,0.749,6.155,8.73
1527,False,True,False,False,False,[],2528,1.8,24.87,207.49,30.04,1.32,0.224,0.883,8.366,8.77
1528,False,True,False,False,False,[],2529,1.6,25.33,191.16,27.17,1.93,0.099,0.885,9.149,8.57
1529,False,True,False,False,False,[],2530,0.2,10.71,29.82,10.02,1.68,0.002,0.772,6.29,8.78
1530,False,True,False,False,False,[],2531,1.2,19.15,140.01,26.32,1.63,0.011,0.869,7.178,8.77
1531,False,True,False,False,False,[],2532,0.9,15.94,103.88,23.46,2.3,0.206,0.763,6.872,8.78
1532,False,True,False,False,False,[],2533,0.2,9.82,20.35,7.46,1.23,0.018,0.849,5.611,8.45
1533,False,True,False,False,False,[],2534,0.3,7.1,32.99,16.74,1.7,0.211,0.715,5.744,8.74
1534,False,True,False,False,False,[],2535,0.3,8.32,37.56,16.26,1.32,0.2,0.766,6.393,8.78
1535,False,True,False,False,False,[],2536,0.4,8.55,52.9,22.27,1.74,0.181,0.8,5.174,8.77
1536,False,True,False,False,False,[],2537,0.3,8.16,38.57,17.02,1.02,0.039,0.832,6.664,8.83
1537,False,True,False,False,False,[],2538,0.3,9.42,37.2,14.22,1.21,0.147,0.806,5.674,8.71
1538,False,True,False,False,False,[],2539,0.2,11.49,27.96,8.76,1.5,0.017,0.706,6.778,8.96
1539,False,True,False,False,False,[],2540,1.1,29.23,121.12,14.92,2.42,0.001,0.835,8.604,8.76
1540,False,True,False,False,False,[],2541,1.1,17.5,124.4,25.59,1.23,0.069,0.881,7.635,8.8
1541,False,True,False,False,False,[],2542,1.2,24.4,131.69,19.43,1.31,0.208,0.833,7.818,8.48
1542,False,True,False,False,False,[],2543,0.3,10.14,33.53,11.9,1.29,0.025,0.742,6.388,8.77
1543,False,True,False,False,False,[],2544,0.3,8.5,30.9,13.09,2.21,0.209,0.767,6.544,8.83
1544,False,True,False,False,False,[],2545,0.3,9.52,32.14,12.15,2.77,0.039,0.641,6.543,8.82
1545,False,True,False,False,False,[],2546,0.1,8.82,17.77,7.25,1.9,0.018,0.774,6.153,8.73
1546,False,True,False,False,False,[],2547,0.2,6.9,20.74,10.82,2.17,0.163,0.634,5.698,8.7
1547,False,True,False,False,False,[],2548,0.1,5.49,16.67,10.93,1.87,0.154,0.744,5.039,8.74
1548,False,True,False,False,False,[],2549,0.3,7.55,43.38,20.69,1.88,0.163,0.758,5.332,8.74
1549,False,True,False,False,False,[],2550,0.3,8.02,36.59,16.43,1.48,0.165,0.763,6.236,8.73
1550,False,True,False,False,False,[],2551,0.6,11.01,71.56,23.39,2.36,0.213,0.825,7.734,8.72
1551,False,True,False,False,False,[],2552,0.2,6.12,23.17,13.62,1.72,0.02,0.769,5.531,8.82
1552,False,True,False,False,False,[],2553,0.2,15.82,26.97,6.14,1.69,0.001,0.698,6.375,8.6
1553,False,True,False,False,False,[],2554,0.5,9.28,51.22,19.88,1.46,0.218,0.778,5.873,8.84
1554,False,True,False,False,False,[],2555,0.6,11.25,68.73,22.0,1.77,0.245,0.799,7.009,8.71
1555,False,True,False,False,False,[],2556,0.2,6.5,30.26,16.76,1.5,0.165,0.678,4.264,8.77
1556,False,True,False,False,False,[],2557,0.2,6.3,22.33,12.76,1.43,0.173,0.764,5.039,8.73
1557,False,True,False,False,False,[],2558,0.2,7.04,23.46,12.0,1.55,0.17,0.717,5.558,8.81
1558,False,True,False,False,False,[],2559,0.2,11.24,23.39,7.49,2.05,0.02,0.735,6.696,8.81
1559,False,True,False,False,False,[],2560,0.3,10.21,36.22,12.77,1.49,0.13,0.717,6.089,8.72
1560,False,True,False,False,False,[],2561,0.2,6.52,23.52,12.99,1.96,0.192,0.734,5.829,8.75
1561,False,True,False,False,False,[],2562,0.2,4.85,22.91,17.0,1.56,0.138,0.737,4.171,8.66
1562,False,True,False,False,False,[],2563,0.3,6.05,35.18,20.92,1.44,0.217,0.757,4.797,8.76
1563,False,True,False,False,False,[],2564,0.6,10.45,72.09,24.84,1.09,0.219,0.82,7.21,8.81
1564,False,True,False,False,False,[],2565,0.2,5.69,19.8,12.53,1.52,0.168,0.756,4.949,8.79
1565,False,True,False,False,False,[],2566,0.3,9.25,36.24,14.11,1.66,0.176,0.729,7.038,8.76
1566,False,True,False,False,False,[],2567,0.4,7.98,44.54,20.1,1.31,0.186,0.759,6.859,8.78
1567,False,True,False,False,False,[],2568,0.3,5.87,30.15,18.5,1.47,0.21,0.721,5.972,8.69
1568,False,True,False,False,False,[],2569,0.5,11.73,57.88,17.76,1.61,0.002,0.74,6.784,8.78
1569,False,True,False,False,False,[],2570,0.7,13.46,88.15,23.57,2.45,0.225,0.817,7.841,8.32
1570,False,True,False,False,False,[],2571,0.6,10.97,71.72,23.53,1.17,0.084,0.797,5.494,8.75
1571,False,True,False,False,False,[],2572,0.4,10.37,51.4,17.85,2.59,0.168,0.814,6.636,8.78
1572,False,True,False,False,False,[],2573,0.4,10.53,50.42,17.24,1.78,0.176,0.821,5.973,8.83
1573,False,True,False,False,False,[],2574,0.3,9.25,32.86,12.79,1.55,0.15,0.777,6.544,8.76
1574,False,True,False,False,False,[],2575,0.4,9.78,50.9,18.75,1.46,0.216,0.815,5.89,8.08
1575,False,True,False,False,False,[],2576,0.2,6.2,25.04,14.53,2.53,0.209,0.619,6.017,8.87
1576,False,True,False,False,False,[],2577,0.3,10.18,33.84,11.96,1.92,0.038,0.704,6.356,8.84
1577,False,True,False,False,False,[],2578,0.7,17.81,80.09,16.19,1.23,0.191,0.774,7.441,8.82
1578,False,True,False,False,False,[],2579,1.4,38.22,154.06,14.51,2.11,0.016,0.879,8.298,8.58
1579,False,True,False,False,False,[],2580,0.6,17.45,66.43,13.7,1.33,0.179,0.861,6.765,8.77
1580,False,True,False,False,False,[],2581,1.5,164.04,172.32,3.78,1.45,0.0,0.954,10.248,8.74
1581,False,True,False,False,False,[],2582,0.3,15.33,34.23,8.04,0.86,0.003,0.808,6.958,8.42
1582,False,True,False,False,False,[],2583,2.4,71.01,270.26,13.7,2.76,0.004,0.91,9.596,8.79
1583,False,True,False,False,False,[],2584,0.3,10.7,31.81,10.7,1.63,0.127,0.819,6.393,8.78
1584,False,True,False,False,False,[],2585,0.4,14.31,54.1,13.61,2.13,0.174,0.847,5.982,8.81
1585,False,True,False,False,False,[],2586,0.3,10.3,38.32,13.4,1.29,0.173,0.722,5.573,8.74
1586,False,False,False,False,True,[],2587,0.1,34.06,14.57,1.54,0.24,0.0,1.0,7.413,8.78
1587,False,True,False,False,False,[],2588,0.3,12.21,32.63,9.62,2.55,0.016,0.711,6.822,8.76
1588,False,True,False,False,False,[],2589,0.5,38.36,60.81,5.71,1.65,0.001,0.741,8.178,8.79
1589,False,True,False,False,False,[],2590,0.3,7.41,33.06,16.06,1.9,0.203,0.785,5.859,8.77
1590,False,True,False,False,False,[],2591,0.3,8.88,32.93,13.35,2.8,0.154,0.702,6.555,8.79
1591,False,True,False,False,False,[],2592,0.3,10.86,33.86,11.23,1.39,0.175,0.73,6.486,8.66
1592,False,True,False,False,False,[],2593,0.2,11.48,29.6,9.29,2.21,0.005,0.703,6.439,8.1
1593,False,True,False,False,False,[],2594,0.3,11.2,30.03,9.65,2.55,0.101,0.717,6.766,8.75
1594,False,True,False,False,False,[],2595,0.2,7.39,26.41,12.86,1.97,0.187,0.787,6.401,8.79
1595,False,True,False,False,False,[],2596,0.4,10.45,54.27,18.7,1.53,0.218,0.818,5.818,8.81
1596,False,True,False,False,False,[],2597,0.2,8.12,27.67,12.27,1.45,0.17,0.793,5.501,8.74
1597,False,True,False,False,False,[],2598,0.2,5.72,20.34,12.81,2.38,0.024,0.629,5.097,8.74
1598,False,True,False,False,False,[],2599,0.3,10.13,33.17,11.79,2.03,0.0,0.68,6.681,8.69
1599,False,True,False,False,False,[],2600,0.9,13.85,105.52,27.43,2.23,0.237,0.78,6.812,8.74
1600,False,True,False,False,False,[],2601,0.3,7.7,34.83,16.28,1.98,0.19,0.79,6.4,8.83
1601,False,True,False,False,False,[],2602,0.4,7.18,44.4,22.26,1.59,0.194,0.692,5.759,8.78
1602,False,True,False,False,False,[],2603,0.4,8.78,46.83,19.2,0.9,0.178,0.84,5.159,8.77
1603,False,True,False,False,False,[],2604,0.3,15.75,38.72,8.85,1.48,0.001,0.833,6.54,8.95
1604,False,True,False,False,False,[],2605,0.3,9.49,49.05,18.6,2.15,0.18,0.756,6.104,8.74
1605,False,True,False,False,False,[],2606,0.2,5.39,23.57,15.73,2.58,0.163,0.567,5.556,8.72
1606,False,True,False,False,False,[],2607,0.3,6.37,30.62,17.3,2.12,0.172,0.602,5.527,8.79
1607,False,True,False,False,False,[],2608,0.3,5.81,31.15,19.29,1.26,0.007,0.687,4.505,8.77
1608,False,True,False,False,False,[],2609,0.2,5.93,27.75,16.86,1.89,0.202,0.753,5.556,8.61
1609,False,True,False,False,False,[],2610,1.6,23.83,182.6,27.58,1.56,0.002,0.881,8.621,8.73
1610,False,True,False,False,False,[],2611,0.6,11.13,65.39,21.15,2.07,0.208,0.8,6.632,8.72
1611,False,True,False,False,False,[],2612,0.8,14.65,87.76,21.56,2.29,0.052,0.805,7.98,8.8
1612,False,True,False,False,False,[],2613,0.2,7.54,22.76,10.87,2.18,0.029,0.594,5.753,8.76
1613,False,True,False,False,False,[],2614,0.2,8.73,21.36,8.81,2.05,0.0,0.742,5.814,7.91
1614,False,True,False,False,False,[],2615,0.3,11.66,33.53,10.36,2.08,0.004,0.645,6.553,8.75
1615,False,True,False,False,False,[],2616,0.2,10.25,27.92,9.81,2.05,0.114,0.685,7.206,8.78
1616,False,True,False,False,False,[],2617,0.4,11.21,48.91,15.71,2.14,0.192,0.776,6.16,8.74
1617,False,True,False,False,False,[],2618,0.5,10.1,56.17,20.02,1.21,0.211,0.814,6.666,8.71
1618,False,True,False,False,False,[],2619,0.6,18.15,66.1,13.11,2.04,0.181,0.789,7.566,8.43
1619,False,True,False,False,False,[],2620,1.1,24.59,123.71,18.11,2.37,0.216,0.626,8.601,8.78
1620,False,True,False,False,False,[],2621,0.3,8.81,32.74,13.37,1.75,0.18,0.723,6.196,8.74
1621,False,True,False,False,False,[],2622,0.3,11.06,44.44,14.47,1.78,0.008,0.753,6.334,8.77
1622,False,True,False,False,False,[],2623,1.5,28.92,168.0,20.92,1.81,0.22,0.861,8.653,8.51
1623,False,True,False,False,False,[],2624,0.2,7.32,20.05,9.86,1.81,0.021,0.695,5.413,8.74
1624,False,True,False,False,False,[],2625,0.7,18.94,75.92,14.43,1.6,0.014,0.78,7.951,8.76
1625,False,True,False,False,False,[],2626,0.2,9.47,21.02,7.99,1.77,0.04,0.702,6.249,8.77
1626,False,True,False,False,False,[],2627,0.4,11.57,50.11,15.59,1.77,0.062,0.738,7.198,8.73
1627,False,True,False,False,False,[],2628,0.2,8.81,23.83,9.73,1.88,0.024,0.774,6.213,8.74
1628,False,True,False,False,False,[],2629,0.5,22.25,57.07,9.23,1.83,0.0,0.763,7.857,8.81
1629,False,True,False,False,False,[],2630,0.6,14.05,76.03,19.49,2.11,0.209,0.874,7.579,8.83
1630,False,True,False,False,False,[],2631,0.4,12.57,51.32,14.7,3.05,0.118,0.833,7.039,8.75
1631,False,True,False,False,False,[],2632,0.5,13.98,59.64,15.36,2.3,0.177,0.725,6.849,8.15
1632,False,True,False,False,False,[],2633,0.2,8.47,27.08,11.52,1.34,0.154,0.8,5.061,8.74
1633,False,True,False,False,False,[],2634,1.1,24.76,132.47,19.26,2.85,0.064,0.835,8.835,8.76
1634,False,True,False,False,False,[],2635,0.2,7.57,20.82,9.9,1.83,0.189,0.756,5.253,8.85
1635,False,True,False,False,False,[],2636,0.1,7.43,19.38,9.4,1.96,0.184,0.747,5.984,8.75
1636,False,True,False,False,False,[],2637,0.4,8.78,40.9,16.77,1.71,0.219,0.742,7.148,8.77
1637,False,True,False,False,False,[],2638,1.4,21.93,160.11,26.29,2.62,0.204,0.67,7.374,8.8
1638,False,True,False,False,False,[],2639,0.5,12.08,62.37,18.59,2.81,0.179,0.785,6.251,8.86
1639,False,True,False,False,False,[],2640,1.5,83.48,172.75,7.45,5.02,0.0,0.325,9.797,8.73
1640,False,True,False,False,False,[],2641,0.5,10.86,56.83,18.84,1.15,0.211,0.793,7.246,8.75
1641,False,True,False,False,False,[],2642,0.5,16.6,55.64,12.07,1.18,0.002,0.78,6.573,8.8
1642,False,True,False,False,False,[],2643,0.6,26.27,64.2,8.8,1.94,0.085,0.814,7.45,8.76
1643,False,True,False,False,False,[],2644,0.5,14.23,54.66,13.83,1.33,0.007,0.741,6.831,8.79
1644,False,True,False,False,False,[],2645,0.3,8.56,31.4,13.21,2.33,0.164,0.693,6.22,8.41
1645,False,True,False,False,False,[],2646,2.1,34.84,238.18,24.61,1.95,0.209,0.899,8.594,8.75
1646,False,True,False,False,False,[],2647,1.3,57.88,144.77,9.01,0.74,0.001,0.86,8.944,8.81
1647,False,True,False,False,False,[],2648,1.7,40.83,200.6,17.69,1.73,0.201,0.871,9.913,8.77
1648,False,True,False,False,False,[],2649,0.7,16.96,75.36,16.0,1.21,0.097,0.817,7.814,8.79
1649,False,True,False,False,False,[],2650,0.3,10.98,30.74,10.08,1.78,0.001,0.696,6.07,8.75
1650,False,True,False,False,False,[],2651,0.3,8.76,33.72,13.85,1.64,0.192,0.804,6.436,8.79
1651,False,True,False,False,False,[],2652,0.8,14.45,96.16,23.96,1.5,0.203,0.705,8.116,8.72
1652,False,True,False,False,False,[],2653,0.2,8.42,28.29,12.1,1.61,0.172,0.717,6.585,8.79
1653,False,True,False,False,False,[],2654,0.2,8.07,24.65,10.99,1.55,0.087,0.796,5.808,8.79
1654,False,True,False,False,False,[],2655,1.1,29.58,123.79,15.07,1.71,0.184,0.814,8.983,8.72
1655,False,True,False,False,False,[],2656,0.2,6.81,20.72,10.96,1.99,0.174,0.712,5.178,8.82
1656,False,True,False,False,False,[],2657,0.2,11.34,23.51,7.47,1.88,0.002,0.819,6.318,8.73
1657,False,True,False,False,False,[],2658,0.4,14.03,43.94,11.27,1.77,0.129,0.747,7.145,8.84
1658,False,True,False,False,False,[],2659,0.2,7.24,20.14,10.01,2.23,0.155,0.627,5.498,8.84
1659,False,True,False,False,False,[],2660,0.2,7.86,27.41,12.55,1.7,0.017,0.683,6.629,8.78
1660,False,True,False,False,False,[],2661,0.2,7.59,23.65,11.21,1.82,0.004,0.673,5.94,8.69
1661,False,True,False,False,False,[],2662,0.1,5.37,18.78,12.58,1.92,0.179,0.752,5.693,8.74
1662,False,True,False,False,False,[],2663,0.3,7.99,31.37,14.13,1.68,0.18,0.788,5.727,8.76
1663,False,True,False,False,False,[],2664,0.3,8.77,39.33,16.15,1.91,0.191,0.72,6.111,8.78
1664,False,True,False,False,False,[],2665,0.3,8.78,38.72,15.88,1.21,0.009,0.773,6.004,8.77
1665,False,True,False,False,False,[],2666,0.3,9.2,38.33,14.99,1.55,0.197,0.81,6.46,8.8
1666,False,True,False,False,False,[],2667,0.2,7.24,20.01,9.95,2.06,0.0,0.69,5.773,8.7
1667,False,True,False,False,False,[],2668,0.2,5.91,18.27,11.13,2.69,0.144,0.636,5.633,8.8
1668,False,True,False,False,False,[],2669,0.2,9.26,24.53,9.54,1.7,0.004,0.751,6.464,8.75
1669,False,True,False,False,False,[],2670,0.2,10.42,26.66,9.21,2.04,0.049,0.816,6.708,8.73
1670,False,True,False,False,False,[],2671,0.3,8.48,36.95,15.68,1.22,0.158,0.793,6.639,8.73
1671,False,True,False,False,False,[],2672,0.2,6.18,24.47,14.25,1.44,0.156,0.699,5.314,8.25
1672,False,True,False,False,False,[],2673,0.4,11.44,45.84,14.42,2.01,0.032,0.755,7.298,8.83
1673,False,True,False,False,False,[],2674,0.4,13.29,45.73,12.39,1.71,0.008,0.814,7.289,8.73
1674,False,True,False,False,False,[],2675,0.4,11.62,49.18,15.24,0.81,0.001,0.801,5.825,8.78
1675,False,True,False,False,False,[],2676,0.5,10.97,61.97,20.34,2.46,0.185,0.774,7.046,8.75
1676,False,True,False,False,False,[],2677,0.4,10.6,40.98,13.92,1.66,0.001,0.707,6.322,8.49
1677,False,True,False,False,False,[],2678,1.0,20.02,116.73,20.99,1.68,0.198,0.85,7.043,8.74
1678,False,True,False,False,False,[],2679,0.7,14.83,81.44,19.77,2.67,0.003,0.85,5.275,8.77
1679,False,True,False,False,False,[],2680,0.3,8.16,30.27,13.35,1.73,0.179,0.666,6.509,8.7
1680,False,True,False,False,False,[],2681,0.5,13.18,56.73,15.49,1.45,0.006,0.753,6.622,8.8
1681,False,True,False,False,False,[],2682,0.2,6.18,26.0,15.16,1.61,0.193,0.767,5.613,8.74
1682,False,True,False,False,False,[],2683,0.2,7.37,25.46,12.43,1.62,0.145,0.723,6.384,8.81
1683,False,True,False,False,False,[],2684,0.3,10.92,36.15,11.91,1.71,0.098,0.796,7.084,8.79
1684,False,True,False,False,False,[],2685,0.6,11.4,64.27,20.3,1.48,0.189,0.826,7.322,8.77
1685,False,True,False,False,False,[],2686,0.5,14.11,61.44,15.68,2.28,0.12,0.745,7.856,8.72
1686,False,True,False,False,False,[],2687,0.4,9.59,43.33,16.26,1.67,0.213,0.777,4.647,8.76
1687,False,True,False,False,False,[],2688,0.3,7.2,32.06,16.03,1.6,0.228,0.78,6.536,8.75
1688,False,True,False,False,False,[],2689,0.3,10.2,35.99,12.7,1.51,0.191,0.764,6.206,8.73
1689,False,True,False,False,False,[],2690,0.3,8.03,32.89,14.75,2.15,0.192,0.687,6.539,8.72
1690,False,True,False,False,False,[],2691,0.5,11.88,55.56,16.84,1.48,0.002,0.805,6.996,8.76
1691,False,True,False,False,False,[],2692,0.2,8.17,21.68,9.55,2.12,0.003,0.709,6.047,8.32
1692,False,True,False,False,False,[],2693,0.3,7.2,31.98,15.99,2.16,0.209,0.669,6.525,8.75
1693,False,True,False,False,False,[],2694,0.2,8.15,28.44,12.57,1.76,0.201,0.731,5.992,8.72
1694,False,True,False,False,False,[],2695,0.3,8.07,47.65,21.25,1.33,0.211,0.789,5.856,8.67
1695,False,True,False,False,False,[],2696,0.9,17.39,104.63,21.65,2.13,0.216,0.84,8.462,8.8
1696,False,True,False,False,False,[],2697,1.1,15.53,129.79,30.08,2.33,0.264,0.756,8.1,8.5
1697,False,True,False,False,False,[],2698,0.2,6.26,29.99,17.25,2.11,0.194,0.701,6.109,8.79
1698,False,True,False,False,False,[],2699,0.8,12.02,96.0,28.76,2.82,0.219,0.631,7.549,8.74
1699,False,True,False,False,False,[],2700,0.5,12.08,60.97,18.17,2.44,0.185,0.76,6.961,8.77
1700,False,True,False,False,False,[],2701,0.3,7.33,35.42,17.39,1.09,0.175,0.826,5.054,8.73
1701,False,True,False,False,False,[],2702,0.2,6.9,28.88,15.07,1.85,0.191,0.778,5.512,8.84
1702,False,True,False,False,False,[],2703,0.8,13.16,85.89,23.5,1.86,0.234,0.603,6.611,8.74
1703,False,True,False,False,False,[],2704,0.2,9.15,26.87,10.57,1.45,0.016,0.778,6.021,8.74
1704,False,True,False,False,False,[],2705,0.8,17.7,92.5,18.81,0.96,0.2,0.862,6.968,8.76
1705,False,True,False,False,False,[],2706,0.3,9.85,38.43,14.04,2.78,0.181,0.716,6.857,8.73
1706,False,True,False,False,False,[],2707,0.3,11.19,31.85,10.25,1.91,0.001,0.73,5.98,8.4
1707,False,True,False,False,False,[],2708,0.2,9.08,27.14,10.76,1.24,0.001,0.806,5.71,8.7
1708,False,True,False,False,False,[],2709,0.2,8.58,25.93,10.88,1.74,0.012,0.838,5.654,8.74
1709,False,True,False,False,False,[],2710,0.2,7.47,28.29,13.63,2.17,0.057,0.723,6.135,8.7
1710,False,True,False,False,False,[],2711,0.3,7.62,30.54,14.43,1.48,0.015,0.7,6.429,8.79
1711,False,True,False,False,False,[],2712,0.5,10.7,58.21,19.58,2.05,0.185,0.674,6.05,8.69
1712,False,True,False,False,False,[],2713,0.2,6.28,24.93,14.28,2.58,0.004,0.595,5.784,8.75
1713,False,True,False,False,False,[],2714,0.3,8.45,30.25,12.89,1.77,0.005,0.835,6.399,8.76
1714,False,True,False,False,False,[],2715,0.2,6.82,23.92,12.62,1.65,0.117,0.741,6.481,8.79
1715,False,True,False,False,False,[],2716,0.4,10.69,45.25,15.24,1.94,0.099,0.769,6.742,8.79
1716,False,True,False,False,False,[],2717,0.3,8.54,34.41,14.5,2.17,0.215,0.767,6.058,8.78
1717,False,True,False,False,False,[],2718,0.1,6.46,15.64,8.71,1.83,0.013,0.814,5.259,8.82
1718,False,True,False,False,False,[],2719,0.2,7.04,20.74,10.61,1.81,0.085,0.78,5.911,8.81
1719,False,True,False,False,False,[],2720,0.4,12.75,48.27,13.63,2.24,0.1,0.702,7.503,8.79
1720,False,True,False,False,False,[],2721,0.8,18.11,86.2,17.14,1.31,0.208,0.824,8.117,8.73
1721,False,True,False,False,False,[],2722,0.4,10.37,46.28,16.07,1.48,0.183,0.818,5.771,8.78
1722,False,True,False,False,False,[],2723,0.3,9.26,39.0,15.16,2.67,0.183,0.682,6.013,8.75
1723,False,True,False,False,False,[],2724,0.5,11.06,53.2,17.32,2.44,0.213,0.733,6.566,8.77
1724,False,True,False,False,False,[],2725,0.2,5.84,25.54,15.74,2.57,0.18,0.691,5.804,8.73
1725,False,True,False,False,False,[],2726,0.9,16.56,101.17,22.0,2.38,0.056,0.816,7.608,8.76
1726,False,True,False,False,False,[],2727,0.4,9.35,47.55,18.32,1.88,0.069,0.732,6.776,8.77
1727,False,True,False,False,False,[],2728,0.2,4.73,21.67,16.48,1.94,0.168,0.656,5.532,8.87
1728,False,True,False,False,False,[],2729,0.6,20.68,71.38,12.42,1.93,0.182,0.853,7.695,8.99
1729,False,True,False,False,False,[],2730,0.2,6.07,23.21,13.78,1.87,0.193,0.759,5.799,8.74
1730,False,True,False,False,False,[],2731,0.3,7.19,38.57,19.32,1.87,0.21,0.666,5.766,8.77
1731,False,True,False,False,False,[],2732,0.2,7.07,29.78,15.16,1.73,0.193,0.689,5.988,8.77
1732,False,True,False,False,False,[],2733,0.2,7.6,25.03,11.85,1.8,0.001,0.79,6.247,8.81
1733,False,True,False,False,False,[],2734,0.4,11.92,44.31,13.38,0.96,0.008,0.832,7.108,8.39
1734,False,True,False,False,False,[],2735,1.0,36.62,109.36,10.75,1.51,0.001,0.921,8.995,8.77
1735,False,True,False,False,False,[],2736,0.3,8.76,29.85,12.26,1.37,0.024,0.836,6.099,8.79
1736,False,True,False,False,False,[],2737,0.6,10.93,63.17,20.81,1.38,0.243,0.798,6.323,8.69
1737,False,True,False,False,False,[],2738,0.4,9.61,46.46,17.4,2.69,0.194,0.69,6.675,8.33
1738,False,True,False,False,False,[],2739,0.2,4.67,21.47,16.56,2.43,0.181,0.69,5.594,8.78
1739,False,True,False,False,False,[],2740,0.3,6.51,30.63,16.93,1.69,0.183,0.737,6.387,8.75
1740,False,True,False,False,False,[],2741,0.2,7.09,24.08,12.22,1.81,0.169,0.781,6.273,8.74
1741,False,True,False,False,False,[],2742,0.2,6.29,23.53,13.46,1.91,0.175,0.73,6.075,8.74
1742,False,True,False,False,False,[],2743,0.2,7.93,25.3,11.48,1.84,0.157,0.681,6.544,8.7
1743,False,True,False,False,False,[],2744,0.2,7.68,26.41,12.38,1.52,0.159,0.73,6.526,8.33
1744,False,True,False,False,False,[],2745,0.2,7.06,23.85,12.16,1.72,0.175,0.717,5.283,8.78
1745,False,True,False,False,False,[],2746,0.2,8.68,21.29,8.84,1.41,0.009,0.803,5.917,8.76
1746,False,True,False,False,False,[],2747,0.2,8.63,29.45,12.29,1.2,0.002,0.769,6.116,8.81
1747,False,True,False,False,False,[],2748,0.2,7.45,19.15,9.25,1.98,0.157,0.724,5.374,8.72
1748,False,True,False,False,False,[],2749,0.7,15.52,80.23,18.61,1.57,0.2,0.829,7.616,8.76
1749,False,True,False,False,False,[],2750,0.7,14.82,84.42,20.51,1.75,0.203,0.879,8.224,8.77
